imageID,cc1,cc2,cc3,cc4,melanoom_truth
ISIC_0000054,-0.48218363050197727,-0.0863951817562334,-0.05407502995925595,-0.03927376126252008,1.0
ISIC_0000055,-0.14499482328049473,-0.12515175563208725,-0.08280887667088921,-0.07272381248817414,0.0
ISIC_0000056,-0.47675979532169344,-0.08778911455077165,-0.03947189054359715,-0.03843165493244702,1.0
ISIC_0000057,-0.4913344361069112,-0.12020941212189074,-0.04785672805672378,-0.04341147099304582,0.0
ISIC_0000059,-0.3913754810278113,-0.12005978571648185,-0.07105460292096008,-0.051916909227306324,0.0
ISIC_0000061,-0.36756313960963055,-0.1159184445889162,-0.051176818671753777,-0.04326461531945977,0.0
ISIC_0000062,-0.45854523051024465,-0.12669744462954585,-0.04269951805159025,-0.030023380546458395,0.0
ISIC_0000063,-0.2031156927969231,-0.12801345711550027,-0.0719679336163766,-0.05974663795030885,0.0
ISIC_0000064,-0.3415587180993789,-0.15679665584496788,-0.07846087771031773,-0.027890477840437078,0.0
ISIC_0000065,-0.47188517204621866,-0.06623440189567309,-0.04521353470577505,-0.035820695962332366,0.0
ISIC_0000066,-0.1608718095861167,-0.08436807950771907,-0.053540098812416226,-0.04973284112579285,0.0
ISIC_0000067,-0.3166820541169457,-0.17059950352174535,-0.07585818431312821,-0.03517498107361766,0.0
ISIC_0000068,-0.3660343939747615,-0.14958561394762648,-0.05065536972790732,-0.03713247567004116,0.0
ISIC_0000069,-0.5824183466039536,-0.12692859366469783,-0.035561601973397555,-0.02320173746351581,0.0
ISIC_0000071,-0.7672088137056281,-0.05832575294211345,-0.038681420004624836,-0.017235803178640652,0.0
ISIC_0000072,-0.2916649987555202,-0.14014397944460827,-0.058949088546766615,-0.02729858599102536,0.0
ISIC_0000073,-0.29596821168681475,-0.08893231105162985,-0.05586406731050042,-0.027645816907876763,0.0
ISIC_0000074,-0.25137642012907363,-0.1349487387604169,-0.05287271863130938,-0.040992880519402225,1.0
ISIC_0000075,-0.23943938290863392,-0.10628467861829655,-0.044881710039825606,-0.03823770353863748,0.0
ISIC_0000077,-0.38155045039935054,-0.19464931399481053,-0.06099967708784895,-0.03627296962239587,1.0
ISIC_0000078,-0.5525883104992826,-0.06715828232545235,-0.04490579244933482,-0.02812202354121482,1.0
ISIC_0000079,-0.5703560108315617,-0.0785133206714139,-0.043982084438190516,-0.026135892465196375,0.0
ISIC_0000080,-0.35053339402090095,-0.1397403818282114,-0.04831346364841749,-0.025989717729630296,0.0
ISIC_0000081,-0.5891426695027159,-0.10068150461986947,-0.033855940201666546,-0.03380811176609863,0.0
ISIC_0000082,-0.22665973212196033,-0.10532048704882885,-0.06332077423002752,-0.03776757999455649,0.0
ISIC_0000085,-0.4529374185903827,-0.1071148808529182,-0.05962122909679693,-0.04051731767766942,0.0
ISIC_0000086,-0.6067186668516649,-0.09005706569182906,-0.03987597070109877,-0.027382183247873865,0.0
ISIC_0000087,-0.4213522760320891,-0.10334349032654644,-0.06808954540412307,-0.04627732772538859,0.0
ISIC_0000088,-0.18558084373196143,-0.08817751011813169,-0.06401439886017907,-0.03992207395981928,0.0
ISIC_0000089,-0.2512137549228624,-0.15370978905058819,-0.06367840317270829,-0.033212284769061406,0.0
ISIC_0000091,-0.6696312170080365,-0.09598016899854517,-0.02991330051721086,-0.019500245510968336,0.0
ISIC_0000092,-0.6946017453923615,-0.09500381429175311,-0.03343511558532536,-0.01576866237343791,0.0
ISIC_0000093,-0.5898644137577213,-0.06030771692712952,-0.03673076617110935,-0.02767198005662727,0.0
ISIC_0000094,-0.6903028721976597,-0.09891902226991989,-0.032207144090626416,-0.015763134869313966,0.0
ISIC_0000095,-0.4302511330605169,-0.09053171572282798,-0.04536331737765384,-0.0412626339079622,0.0
ISIC_0000096,-0.5796095394012822,-0.12959108278012174,-0.04172269697472908,-0.025721980390242732,0.0
ISIC_0000097,-0.32659440796543454,-0.156260166893893,-0.03850610670209126,-0.032339853762271775,0.0
ISIC_0000098,-0.30277782706320105,-0.07891232050616542,-0.052779032970176165,-0.03491995377626911,0.0
ISIC_0000099,-0.44186717510172774,-0.12049837920955803,-0.06163021230967189,-0.03061819365498203,0.0
ISIC_0000100,-0.19489758321290301,-0.1194354378103879,-0.06439532434811063,-0.04867756254317923,0.0
ISIC_0000101,-0.31063202979834,-0.10928608026958786,-0.0733748829114661,-0.03325221385141111,0.0
ISIC_0000102,-0.6177551047149656,-0.06948473218443063,-0.06134858628089232,-0.03510181288128714,0.0
ISIC_0000103,-0.22556128329302566,-0.12335184768416696,-0.09192193204817733,-0.05240024098811355,0.0
ISIC_0000104,-0.4880924066621725,-0.08515564886349469,-0.04963689154370782,-0.027658473327468652,0.0
ISIC_0000105,-0.4571697944821503,-0.06098556569512109,-0.05596350863728297,-0.0385293509203824,0.0
ISIC_0000107,-0.26303643726811365,-0.10967539513211294,-0.06110258147914854,-0.0499212439381419,0.0
ISIC_0000108,-0.4480119369023218,-0.17851710092521333,-0.05283986758556633,-0.03168009329089505,0.0
ISIC_0000109,-0.3806204047763693,-0.06836014620346681,-0.05479480551078647,-0.046503260346237696,0.0
ISIC_0000110,-0.7162493111295393,-0.07697270906459727,-0.027977611159497012,-0.018126000090602654,0.0
ISIC_0000111,-0.10924995822360228,-0.09465317863034162,-0.06780203404200597,-0.0455100429265054,0.0
ISIC_0000112,-0.5765103118554296,-0.10467609313746687,-0.051250204594004534,-0.024607988127855224,0.0
ISIC_0000113,-0.6395598798811283,-0.0850734237536907,-0.03507627607542904,-0.027774883021372793,0.0
ISIC_0000116,-0.3953743830215477,-0.14558136298204205,-0.05138561607008546,-0.04827558415043118,0.0
ISIC_0000118,-0.5221492365843523,-0.09267716921401886,-0.04794783764292512,-0.03960978809043725,0.0
ISIC_0000119,-0.3747068610973347,-0.1082238863528095,-0.051443914536749236,-0.03471423647528196,0.0
ISIC_0000120,-0.23964407352244776,-0.1446421935089639,-0.0584248441248994,-0.04919998641092538,0.0
ISIC_0000121,-0.5458263862827459,-0.1322975311916491,-0.03036636101834636,-0.02342662222572145,0.0
ISIC_0000122,-0.5650568527902131,-0.1132290796296207,-0.04316869633184636,-0.024532338082869642,0.0
ISIC_0000123,-0.43883220118557786,-0.09325582989092795,-0.05885530644723799,-0.03390290784195965,0.0
ISIC_0000124,-0.3493365717205829,-0.11490570118913823,-0.05408806140791217,-0.04717267221412991,0.0
ISIC_0000125,-0.7243616246327028,-0.06811609861866227,-0.02472005133507499,-0.017324980419084424,0.0
ISIC_0000126,-0.35749756273833616,-0.11067064231615031,-0.042951163084199606,-0.03563120479986051,0.0
ISIC_0000127,-0.24146633534814377,-0.12867981065677686,-0.0641766026884727,-0.04823996797373942,0.0
ISIC_0000128,-0.4847801389520611,-0.136437828127476,-0.06448298979645886,-0.03659512231519599,0.0
ISIC_0000129,-0.28490446650482054,-0.06729996471172589,-0.05674008631322791,-0.03960926366200418,0.0
ISIC_0000130,-0.18115078913192528,-0.13051490284294742,-0.05689497760778184,-0.04893654360833616,0.0
ISIC_0000131,-0.5244112320400888,-0.09850206972159853,-0.04113393506581853,-0.025713826503484083,0.0
ISIC_0000132,-0.7181754966155414,-0.048682544129847266,-0.03175185210570386,-0.022245621630789802,0.0
ISIC_0000133,-0.5574012028456345,-0.08682072836730692,-0.04729026846749734,-0.03197275287948828,0.0
ISIC_0000134,-0.45699392096369235,-0.16248645448456642,-0.0673869581287024,-0.026848182409222793,0.0
ISIC_0000135,-0.3783618005970656,-0.1086719280278301,-0.04841118608051387,-0.030214598662679698,0.0
ISIC_0000136,-0.159736768016496,-0.0989537421118899,-0.05017495894328711,-0.04338559264462766,0.0
ISIC_0000137,-0.5360403150128374,-0.09859335477757097,-0.03934235438105024,-0.02598110681657259,0.0
ISIC_0000138,-0.36987716128150205,-0.07934968579767049,-0.053448973833492786,-0.042914612916278794,0.0
ISIC_0000139,-0.4093324496630868,-0.13639102526309616,-0.04702843779994692,-0.04061472154583309,1.0
ISIC_0000140,-0.2620288692198426,-0.09453879556424849,-0.08582561706314279,-0.03170713464407032,1.0
ISIC_0000141,-0.42708387048872737,-0.08002233903820849,-0.06309945953883925,-0.04112539775503865,1.0
ISIC_0000142,-0.26745813482648945,-0.11688870729621287,-0.05560216010022556,-0.0450990068992545,1.0
ISIC_0000143,-0.45541672215960816,-0.10082178680609755,-0.05597619829817513,-0.03339899069770452,1.0
ISIC_0000145,-0.41556384765903465,-0.09266777761216338,-0.04574573068581189,-0.028786818756845606,1.0
ISIC_0000146,-0.319516356938668,-0.09245232447440188,-0.06649408100064952,-0.04182515693307726,1.0
ISIC_0000147,-0.2686510773643958,-0.09847264564782354,-0.0652149161214935,-0.04373888634070899,1.0
ISIC_0000148,-0.24264742494363917,-0.10865017960571571,-0.06062212192464067,-0.04225715615849773,1.0
ISIC_0000149,-0.33252304388854387,-0.15379180308013496,-0.04612158895181001,-0.04390398359380562,1.0
ISIC_0000150,-0.3670922542112872,-0.18416763564628302,-0.04791522477577184,-0.022073407680802015,1.0
ISIC_0000151,-0.43263925741453635,-0.10510887965829319,-0.06980538034352288,-0.034496405566534494,1.0
ISIC_0000152,-0.44443712719466905,-0.10613917030961506,-0.05569947937386194,-0.029563660942572345,1.0
ISIC_0000153,-0.5115776117139954,-0.10427429075477049,-0.04699793376042852,-0.03668511372124508,1.0
ISIC_0000154,-0.5139940619023529,-0.07559360040588459,-0.05449032454494093,-0.040080003535025305,1.0
ISIC_0000155,-0.09462602817132781,-0.06369867344423946,-0.04537071030026635,-0.030916543483310188,1.0
ISIC_0000156,-0.17686693505899165,-0.11148501181434722,-0.0529480369783506,-0.044523842606021935,1.0
ISIC_0000157,-0.19849388323864886,-0.1266183952626378,-0.060820527433841864,-0.04352394281745048,1.0
ISIC_0000159,-0.23708450744779935,-0.0812858002230814,-0.06652249923346049,-0.05042416060669913,1.0
ISIC_0000160,-0.24784889899545332,-0.10984326460246913,-0.06711782626242452,-0.040212116035908935,1.0
ISIC_0000161,-0.15066078657523907,-0.12020160248698192,-0.06793253030638441,-0.041115926726985885,1.0
ISIC_0000162,-0.3899059584838634,-0.09953877974418879,-0.054646261222446924,-0.047882875192913565,1.0
ISIC_0000163,-0.1849053056166573,-0.13755178875840823,-0.07094093094619475,-0.043043049996871474,1.0
ISIC_0000164,-0.34327576876788446,-0.14166475904496428,-0.05857182920093823,-0.035358385648092155,1.0
ISIC_0000165,-0.21489382185508032,-0.06867088942268867,-0.05704676584107421,-0.031057231313317557,1.0
ISIC_0000166,-0.22051655469521292,-0.10121889685550339,-0.08286031501046803,-0.033012411966794775,1.0
ISIC_0000167,-0.4226124707946386,-0.08500655217945957,-0.0564705265764317,-0.04254221558248786,1.0
ISIC_0000169,-0.3804664184441551,-0.09926681628935075,-0.06574390254952062,-0.042015702653068615,1.0
ISIC_0000171,-0.27753355040220073,-0.10281937323023344,-0.05652849328059106,-0.03949197076645711,1.0
ISIC_0000172,-0.17194180358321154,-0.07198839482228109,-0.06335000608336361,-0.048405594148321185,1.0
ISIC_0000174,-0.40185174335188883,-0.09620033416757373,-0.06610852676921042,-0.03697499514589925,1.0
ISIC_0000176,-0.6205652438291753,-0.0884314317317943,-0.051439396637915025,-0.021705935965551426,1.0
ISIC_0000177,-0.45801817095284353,-0.08960260614783405,-0.04886515233667335,-0.031991724433100305,0.0
ISIC_0000179,-0.36413240561226595,-0.13824411951185323,-0.07219227334328177,-0.03363044475476129,0.0
ISIC_0000181,-0.30160424166268757,-0.15739737572945983,-0.061970142910077575,-0.033932586511944335,0.0
ISIC_0000182,-0.510937076344501,-0.13516018299249508,-0.056263940492582126,-0.03517003253107567,0.0
ISIC_0000184,-0.4298574273387731,-0.12009673199484999,-0.04775976478161084,-0.03067733732676292,0.0
ISIC_0000185,-0.411303161229258,-0.10489420123697624,-0.051989155490740735,-0.03628636551573414,0.0
ISIC_0000186,-0.6729179203876687,-0.09437590183409536,-0.04910547791253139,-0.023281795117955056,0.0
ISIC_0000188,-0.2142087653941792,-0.09100212809247626,-0.05326036007069618,-0.04694745308926784,0.0
ISIC_0000189,-0.29470165415155947,-0.12646508788959693,-0.05650275604130728,-0.04908931607697062,0.0
ISIC_0000190,-0.19093617723682543,-0.09481526239277266,-0.04826280872558486,-0.042323433330158866,0.0
ISIC_0000191,-0.40642438029463507,-0.09608147641680642,-0.05844948247770654,-0.029583916568026974,0.0
ISIC_0000192,-0.2662189726354337,-0.09754371789808586,-0.06984426810761951,-0.048222195939676166,0.0
ISIC_0000193,-0.48180955702861766,-0.08398487824870687,-0.055189794276988,-0.04744096948628426,0.0
ISIC_0000196,-0.23420621351610543,-0.10702946671961516,-0.07376555436301835,-0.039934430505642216,0.0
ISIC_0000197,-0.22407149784492664,-0.10272015021011144,-0.05428044824522443,-0.0489218012277266,0.0
ISIC_0000198,-0.4519897755959848,-0.12251779289881803,-0.050042428927419086,-0.04169878058752427,0.0
ISIC_0000199,-0.2015423772851917,-0.14469751669666991,-0.07406087642643872,-0.04087579035892758,0.0
ISIC_0000201,-0.2049421684838011,-0.12099749421360129,-0.0724097664810266,-0.04646192282473627,0.0
ISIC_0000202,-0.27363939869392545,-0.11372290499155319,-0.06400515370962118,-0.04841130579092384,0.0
ISIC_0000203,-0.34997701284230914,-0.07696279588664973,-0.043667180892979385,-0.030030292353890153,0.0
ISIC_0000204,-0.11692075010771208,-0.09217243241221956,-0.04883443845720381,-0.03902144025078197,0.0
ISIC_0000205,-0.1799953129298813,-0.0837231227317769,-0.0752004671937504,-0.03993405061808525,0.0
ISIC_0000206,-0.32721930400320376,-0.12226525160266788,-0.04380534161956007,-0.043488010088210766,0.0
ISIC_0000207,-0.2146690565768994,-0.10509909557395447,-0.061665870567447545,-0.04882309067448698,0.0
ISIC_0000208,-0.23546232126340455,-0.09382026488503126,-0.08924757235551167,-0.033350355852836244,0.0
ISIC_0000209,-0.22263129295471834,-0.12978281677616815,-0.059190778995044935,-0.029561052872582372,0.0
ISIC_0000211,-0.3752881201384592,-0.18914989136074167,-0.07123094378397696,-0.03269170699361293,0.0
ISIC_0000212,-0.19691898446706974,-0.07056302110410051,-0.06758051724278696,-0.0444576301458231,0.0
ISIC_0000213,-0.4346746781102058,-0.16302818437863228,-0.03848982740263193,-0.026165235541514564,0.0
ISIC_0000214,-0.1519938019219545,-0.0799008212345308,-0.05039010433694113,-0.047062734811316065,0.0
ISIC_0000215,-0.24779577963055532,-0.09907914591071021,-0.060978663795135835,-0.05160139557927562,0.0
ISIC_0000216,-0.24201711801775933,-0.13497133534087585,-0.06190999417953874,-0.03983867296252247,0.0
ISIC_0000217,-0.26275460012010726,-0.15227220062724978,-0.05689140541826582,-0.039409244820379496,0.0
ISIC_0000218,-0.4492786636345995,-0.16356362912855635,-0.06655131517868243,-0.03523026204704391,0.0
ISIC_0000219,-0.3281092919162027,-0.11858505184412738,-0.055276340034760285,-0.053389327999674746,0.0
ISIC_0000220,-0.5492539564364605,-0.08977214505289116,-0.044972074876649115,-0.03841692608645633,0.0
ISIC_0000221,-0.41935914088376863,-0.13971318613351652,-0.06544514441715918,-0.03954786314833139,0.0
ISIC_0000222,-0.2133715609655123,-0.08663968745707656,-0.06089673687460012,-0.047258961285562395,0.0
ISIC_0000223,-0.38950162797614457,-0.11072897757969663,-0.05965085802245801,-0.032375591665200515,0.0
ISIC_0000224,-0.28777731179782645,-0.07099103572535126,-0.04247134550056103,-0.03273076673168346,0.0
ISIC_0000225,-0.327679680940128,-0.12841798437576518,-0.05322150845471091,-0.03317497208140549,0.0
ISIC_0000226,-0.19438563165266498,-0.17501677743613503,-0.05082392312775302,-0.03998819740615081,0.0
ISIC_0000227,-0.19479207097175721,-0.12963356770795398,-0.0780024348888736,-0.05062221888768817,0.0
ISIC_0000229,-0.22341239125202234,-0.12000361176469637,-0.06123376753746035,-0.03561405165826603,0.0
ISIC_0000231,-0.21620115855687388,-0.10177500519690436,-0.054628985597246216,-0.0330164974094469,0.0
ISIC_0000232,-0.3917081833130761,-0.11324676468115097,-0.037752791387035134,-0.034922290772055636,0.0
ISIC_0000233,-0.24291796986707154,-0.11964754935914024,-0.0793860475434977,-0.04811605316911724,0.0
ISIC_0000234,-0.30108814793132566,-0.17810862163853086,-0.07483254202440348,-0.042833177058416355,0.0
ISIC_0000235,-0.22134057205719748,-0.09959846576789794,-0.07492927576828556,-0.04800932895129356,0.0
ISIC_0000236,-0.2453743521396647,-0.10603259320952041,-0.07787425713620261,-0.04433600904515289,0.0
ISIC_0000237,-0.4449214518810844,-0.09250195729907895,-0.0465908036265196,-0.043624868737886624,0.0
ISIC_0000239,-0.19743391759547158,-0.11788845691798633,-0.08018136341052606,-0.041670409108514606,0.0
ISIC_0000240,-0.5719162576269383,-0.13666458929537698,-0.04276349568400281,-0.022488489136713724,0.0
ISIC_0000242,-0.3924829621493658,-0.10373928978249003,-0.05413524961515068,-0.035323691408350566,0.0
ISIC_0000243,-0.4028917101585316,-0.14624210687530798,-0.0511983591627842,-0.029371476591089324,0.0
ISIC_0000244,-0.3618041480879287,-0.137872708458523,-0.08201881461953708,-0.026686757662231775,0.0
ISIC_0000245,-0.45876323342923403,-0.1038684370434319,-0.04444144591192342,-0.03723078332991395,0.0
ISIC_0000246,-0.35446899452603714,-0.13941238638582193,-0.06891247080844967,-0.030371064525041624,0.0
ISIC_0000247,-0.6501646316694787,-0.12140826716147374,-0.04892943647128804,-0.02398013943300735,0.0
ISIC_0000250,-0.4376014298280512,-0.12261144626539877,-0.09416525668902159,-0.025133719231258705,0.0
ISIC_0000251,-0.36297247962806345,-0.14317489673984357,-0.03494746269234905,-0.032162752810170836,0.0
ISIC_0000252,-0.4308312916274989,-0.07967947792004554,-0.05194262943401018,-0.04104317965003973,0.0
ISIC_0000253,-0.5925874233194224,-0.057189440299236144,-0.04139453282258146,-0.03330897109292846,0.0
ISIC_0000254,-0.5174130301792537,-0.1251303167866301,-0.052134177884436306,-0.03913345644319613,0.0
ISIC_0000255,-0.6089965192116884,-0.10199998635734181,-0.05211554787394587,-0.02291473175272124,0.0
ISIC_0000256,-0.40922765406945966,-0.09244853059164004,-0.06137690878149485,-0.025995203089303753,0.0
ISIC_0000258,-0.36022963098211547,-0.11535357365181464,-0.06485703294366557,-0.026956578686312516,0.0
ISIC_0000259,-0.24210647294601162,-0.09827099564655856,-0.06378766150112913,-0.05669636421877114,0.0
ISIC_0000260,-0.5002431718377996,-0.15150864272267595,-0.048978607155290066,-0.022088613982902877,0.0
ISIC_0000261,-0.595687268667863,-0.0889181427200797,-0.04931561061142928,-0.027707643710964847,0.0
ISIC_0000262,-0.6000355206806203,-0.10229886118346015,-0.03484947976620231,-0.02750486132534502,0.0
ISIC_0000263,-0.32757750301185695,-0.12780447743873852,-0.05923702009356652,-0.04561169410437452,0.0
ISIC_0000264,-0.5004519204696973,-0.11889798485359646,-0.0633374643660308,-0.024915079136643536,0.0
ISIC_0000265,-0.3893209403584327,-0.13452626165334902,-0.06791269913667916,-0.03731650240339898,0.0
ISIC_0000268,-0.509867950344566,-0.1366545977472567,-0.04105200781053214,-0.024455996892829707,0.0
ISIC_0000269,-0.5573991731515235,-0.10021426859243196,-0.05950969947076795,-0.02828731007929597,0.0
ISIC_0000274,-0.3932918613999608,-0.11296981948295326,-0.058967984331034395,-0.04532619449017444,0.0
ISIC_0000275,-0.537307880878409,-0.07167564722868153,-0.04039250733646735,-0.0290683322613976,0.0
ISIC_0000276,-0.20790857665242113,-0.13398970441809244,-0.06761921597679932,-0.059195570630676125,1.0
ISIC_0000277,-0.4109302853667581,-0.15441598440514848,-0.061045535385856387,-0.032887528729405285,1.0
ISIC_0000278,-0.387305409091757,-0.15433488052428873,-0.0728168116639466,-0.03442135305436325,1.0
ISIC_0000281,-0.5217674115139821,-0.09747109188375128,-0.05013699258538623,-0.028660921525536454,1.0
ISIC_0000282,-0.31261720693368655,-0.18590366455315,-0.0686802830614206,-0.0315991031664874,1.0
ISIC_0000283,-0.34541590647205644,-0.09836603171509362,-0.040939243106950074,-0.026842981277519773,1.0
ISIC_0000285,-0.35382181152664227,-0.07393083846813742,-0.05306750002112737,-0.03818878732081096,1.0
ISIC_0000288,-0.31578085696194247,-0.08666915414121606,-0.06211135157311287,-0.036805768630987806,1.0
ISIC_0000289,-0.20619378249834663,-0.12589067391672482,-0.0760214196460694,-0.03747956654016521,1.0
ISIC_0000290,-0.5531055103699124,-0.10149235444975349,-0.03604467019902449,-0.024196060221578775,1.0
ISIC_0000292,-0.21746847704492528,-0.0950237760909311,-0.06576088813600678,-0.04500204542444802,1.0
ISIC_0000293,-0.24727618073432883,-0.10386235792458681,-0.03952633528557764,-0.03175510113681279,1.0
ISIC_0000294,-0.3338980929504623,-0.09640213967464395,-0.0768741852235928,-0.05846862165088737,1.0
ISIC_0000295,-0.17193483678301336,-0.1406115979575413,-0.06308129324555523,-0.04301280666280044,1.0
ISIC_0000297,-0.4854502244321455,-0.13254232206324332,-0.05186746512431717,-0.02711119802589293,1.0
ISIC_0000298,-0.5510209860438962,-0.08945608844566788,-0.042840993779432845,-0.028813003894054806,1.0
ISIC_0000299,-0.21603756127789064,-0.12236857911786825,-0.09470797605609582,-0.04470350385032079,1.0
ISIC_0000300,-0.2232968620236071,-0.12795663894825698,-0.06823837123196375,-0.036362035090058614,1.0
ISIC_0000301,-0.2150702514673687,-0.0991692735873787,-0.06010245196426556,-0.04288299738656004,1.0
ISIC_0000302,-0.2568796500982852,-0.13362652083192383,-0.053483262489638916,-0.04566893738725422,1.0
ISIC_0000303,-0.3177427180333557,-0.1369076209046774,-0.06248620228672391,-0.036356273060057426,1.0
ISIC_0000306,-0.47825806196398135,-0.08550168324221202,-0.04374955465304911,-0.03957974716716475,1.0
ISIC_0000307,-0.21028965704847652,-0.13384909363647302,-0.05407973257331572,-0.04605422592100161,1.0
ISIC_0000310,-0.13152823449908074,-0.07005304385670785,-0.04711015377992123,-0.03691012060773624,1.0
ISIC_0000311,-0.3158159417184183,-0.10594773432284632,-0.08243210955027447,-0.0393066134296724,1.0
ISIC_0000313,-0.5267603744302687,-0.10775815816868009,-0.031038234730106834,-0.026070631474973044,1.0
ISIC_0000314,-0.32122774622522526,-0.15183568078458598,-0.07189713418464064,-0.04144451615535019,1.0
